"county_fips","per_smoking","pred_outcome"
"17165",19.5,19.5153541564941
"17167",15.3,14.855339050293
"17169",17.7,19.6683826446533
"17171",13.7,16.6502475738525
"17173",18.5,17.5708084106445
"17175",17.1,17.4042224884033
"17177",17,16.6927490234375
"17179",14.8,14.9055252075195
"17181",16.6,18.9556827545166
"17183",18.4,18.215633392334
"17185",17.5,18.6854209899902
"17187",17.5,18.0409832000732
"17189",15.8,15.5168590545654
"17191",16.8,18.8714656829834
"17193",20.4,20.4759769439697
"17195",14.8,16.8729782104492
"17197",12.2,12.2886953353882
"17199",18,15.9516639709473
"17201",17.8,16.9397563934326
"17203",16.1,13.5809288024902
"18001",23.3,17.6733589172363
"18003",18.3,14.3846521377563
"18005",15.8,13.6855144500732
"18007",22.3,18.5817489624023
"18009",21.4,22.3306293487549
"18011",16.1,12.0027437210083
"18013",16.6,15.436767578125
"18015",18.8,17.9620571136475
"18017",20,19.014627456665
"18019",18.2,16.6297054290771
"18021",20.1,19.6502742767334
"18023",18.6,18.1040344238281
"18025",21.6,24.4921646118164
"18027",22.1,16.264949798584
"18029",15,16.1670398712158
"18031",17.2,17.4072418212891
"18033",17.4,17.836799621582
"18035",19.7,18.4947071075439
"18037",18.3,16.8622646331787
"18039",18.8,17.2033023834229
"18041",25.1,20.6860237121582
"18043",17.9,15.4351739883423
"18045",18.3,20.5007934570312
"18047",15.7,16.2731628417969
"18049",19.6,19.006986618042
"18051",22.2,18.6351280212402
"18053",19.7,19.4786224365234
"18055",21.7,19.302318572998
"18057",10.4,9.74149513244629
"18059",16.7,14.3668079376221
"18061",18.2,16.1059913635254
"18063",15.3,12.9599094390869
"18065",21.7,19.119930267334
"18067",18.8,18.0037269592285
"18069",17.5,17.3366889953613
"18071",21.6,17.9998874664307
"18073",17,16.4023590087891
"18075",22.7,21.4450721740723
"18077",18.9,19.3622379302979
"18079",20.8,18.4206085205078
"18081",17.5,14.1075401306152
"18083",17.8,18.0509624481201
"18085",15.9,15.7403755187988
"18087",21.9,20.4837436676025
"18089",17,17.7694892883301
"18091",19.4,17.5456676483154
"18093",19.7,17.4592208862305
"18095",21.5,18.5827026367188
"18097",17.2,15.440149307251
"18099",18,17.1485157012939
"18101",22.9,19.4899749755859
"18103",20.8,20.9148654937744
"18105",13.6,13.0784406661987
"18107",20.5,17.8559417724609
"18109",20,17.1618213653564
"18111",21,19.2537956237793
"18113",18.1,16.7735271453857
"18115",17.5,18.0166854858398
"18117",19.6,20.8967323303223
"18119",21.5,18.4391078948975
"18121",20,20.4459590911865
"18123",18.8,20.1924228668213
"18125",20.1,18.6686859130859
"18127",16.2,15.1034631729126
"18129",15.3,16.1239395141602
"18131",20.1,19.8082542419434
"18133",17.8,17.4920482635498
"18135",21.1,18.8816032409668
"18137",18.7,17.7478103637695
"18139",18.2,18.8795471191406
"18141",16.1,16.0782413482666
"18143",23,23.5928325653076
"18145",20.7,18.8780536651611
"18147",16.9,15.9767723083496
"18149",19,20.9875335693359
"18151",13.5,16.0517559051514
"18153",21,21.3512001037598
"18155",20.8,21.2065658569336
"18157",14.2,13.2774381637573
