"county_fips","per_heartD","pred_outcome"
"19043",8.7,8.28087916666667
"19045",7.8,7.11269583333331
"19047",8.3,6.93317499999999
"19049",5,4.32670416666667
"19051",8,7.85676249999998
"19053",7.4,7.27297916666665
"19055",7.5,7.15660833333332
"19057",7.8,7.42039166666665
"19059",8.9,6.84337916666668
"19061",7,6.0879
"19063",8.3,7.81943333333333
"19065",8.7,7.68929999999999
"19067",8.3,7.90799166666666
"19069",8.5,7.54217499999998
"19071",7.7,7.42357916666665
"19073",8.5,7.61852916666666
"19075",7.2,6.42547916666667
"19077",7.6,7.49444166666666
"19079",7.7,7.1162375
"19081",7.7,7.64647500000001
"19083",8.1,7.28947083333334
"19085",7.7,6.79047083333334
"19087",7.4,6.84540416666664
"19089",8.2,7.04237916666665
"19091",8.3,7.48604166666666
"19093",7.9,7.60735416666666
"19095",7.5,6.71780833333332
"19097",8.3,7.68463333333333
"19099",7,6.65827083333331
"19101",9.1,6.9950625
"19103",4.7,4.99424583333332
"19105",7.8,7.41105833333332
"19107",8.4,7.75825833333331
"19109",9,7.81304583333335
"19111",8.6,7.56902083333332
"19113",6,5.80003333333333
"19115",8.4,7.23292083333335
"19117",9.5,8.35589166666664
"19119",7,6.84752083333335
"19121",6.4,6.34224166666666
"19123",7.3,6.70581666666664
"19125",6.6,6.14300416666666
"19127",7.3,6.63966666666664
"19129",7.5,6.56185
"19131",7.5,7.02072499999999
"19133",8.7,7.95684583333334
"19135",6.8,6.68761249999998
"19137",8.5,7.71953750000003
"19139",7.2,6.53060416666666
"19141",8.8,7.39029166666666
"19143",8.2,7.579075
"19145",8.3,7.73339166666668
"19147",7.7,7.84047083333333
"19149",7.1,6.69873333333334
"19151",8.2,7.61712083333333
"19153",5.8,5.21887916666667
"19155",7.5,6.33183333333334
"19157",7.3,6.66124583333333
"19159",8.6,7.43566249999998
"19161",7.8,7.63983749999999
"19163",6.6,5.73488749999999
"19165",8.7,7.57737083333332
"19167",6.4,5.8745875
"19169",4.6,4.83330833333333
"19171",8.5,7.38931249999998
"19173",8.7,7.45290833333332
"19175",7.9,6.98702083333333
"19177",8.7,8.4817958333333
"19179",7.8,7.38162916666664
"19181",6.6,5.51131666666666
"19183",7.3,6.68279166666666
"19185",9.3,8.57536666666666
"19187",7,6.79453333333332
"19189",7,6.78877083333333
"19191",6.8,6.5563375
"19193",6.7,6.1807625
"19195",7.9,7.1004
"19197",9.4,7.63551249999999
"20001",8.6,8.27813333333332
"20003",8.8,8.82172083333334
"20005",7.7,7.13099583333333
"20007",9.4,8.9612875
"20009",8,7.86440833333331
"20011",8.6,7.65985833333335
"20013",8.4,8.24116666666668
"20015",6.5,6.49983750000001
"20017",9.4,8.25242500000002
"20019",10.4,9.64334583333335
"20021",9.1,8.22651249999998
"20023",9.5,8.07896666666666
"20025",7.8,7.77504999999999
"20027",9.1,8.10296666666666
"20029",8.6,8.04216666666666
"20031",9.3,7.99090000000001
"20033",8.5,8.15851249999999
"20035",8.2,7.61768749999998
"20037",6.9,6.77525833333332
"20039",9.9,9.03151666666666
"20041",8.1,7.694975
"20043",7.4,7.67742083333334
"20045",5.3,5.27977500000001
"20047",8.6,8.410825
"20049",11.9,9.47258750000002
"20051",6.2,6.182475
"20053",9,8.05009583333331
"20055",6.5,6.31337916666666
"20057",6.7,6.38145416666666
"20059",7,6.99109166666666
"20061",5,5.10848750000002
"20063",8.3,8.13173333333333
"20065",9.8,8.87268333333331
"20067",6.7,6.4442125
"20069",6.8,6.99575
"20071",7.2,7.75712499999999
"20073",10.6,9.81259583333335
"20075",6.8,7.11747500000002
"20077",10.3,8.63941666666666
"20079",7.6,7.28017083333332
"20081",7.5,7.36864583333334
"20083",8.4,8.03014999999999
"20085",8,7.51666666666667
"20087",7.4,7.15361249999998
"20089",11.2,9.57650833333331
"20091",5,5.22880416666667
"20093",8.2,7.20230000000001
"20095",8.1,7.80040416666665
"20097",7,8.10700416666666
"20099",8.4,7.87095833333334
"20101",9.1,8.08880833333333
